Cr-51,749.09,1.86765495,97.11077355
K-40,770.305,3.875554459,151.5275909
Xe-132,772.72,2.270747501,298.1332516
 Br-82,776.517,2.069068591,165.3268567
Y-90,776.613,1.237740625,110.0423823
Mo-96,778.221,3.510735078,336.8901381
Cd-114,805.85,194.6938462,21885.72994
Nd-144,814.12,5.60443865,808.3954398
 La-140,815.772,1.669174101,231.8574129
Er-168,815.989,41.19274814,6889.857861
Ba-136,818.514,0.249790465,34.30297517
Ru-100,822.579,0.218690614,22.10306039
 Ga-72,834.08,3.786549488,264.00959
Cr-54,834.849,4.244201346,220.6819176
S-33,840.993,1.723069555,55.25022527
 Mn-56,846.754,37.81170018,2077.300886
Mo-96,847.603,0.535067328,51.34506079
Mo-96,849.85,0.709026329,68.03816652
Sr-88,850.657,0.496330092,43.4884427
Be-10,853.63,0.036422152,0.328243064
Zn-65,855.69,0.159084272,10.40092971
Ge-74,867.899,1.189670276,86.41764886
Na-24,869.21,0.733417255,16.86109347
O-17,870.68,0.001725508,0.027607091
Rb-86,872.94,0.058488481,4.998881822
Kr-84,881.74,38.42514282,3219.950118
Dy-162,882.27,17.4275928,2831.985574
Pb-207,897.9,7.32E-05,0.015161422
Sr-88,898.055,1.226902331,107.5011822
Sn-120,925.9,0.012288746,1.458797026
Zr-92,934.464,0.204965772,18.69779757
U-236,943.137,0.051249517,12.19886667
Gd-158,944.174,2921.473512,459401.7097
Sn-116,972.619,0.019444092,2.308208108
Li-8,980.53,0.08693066,0.603385708
Ba-136,1048.073,0.025449619,3.494919835
Li-8,1051.9,0.083199957,0.577490902
Zn-68,1077.335,0.748905321,48.96342991
O-17,1087.75,0.001350537,0.021607784
 In-116,1097.3,103.4421442,11877.02011
K-40,1158.887,0.53898946,21.0735716
Cl-36,1164.865,32.99927396,1169.92326
Ti-51,1166.6,0.010688276,0.511615693
Sn-120,1171.28,0.096908052,11.5039548
Ar-41,1186.8,1.105107256,44.14682465
Zr-91,1205.6,0.059219787,5.402265861
Kr-84,1213.42,12.66018305,1060.898019
Ba-136,1261.52,0.086579243,11.88966767
C-13,1261.765,0.012919857,0.155176526
U-236,1279.01,0.104282216,24.82218221
 In-116,1293.54,140.6327672,16147.17306
K-41,1293.589,0.012925614,0.505369539
Sn-116,1293.591,0.13913702,16.51695565
Se-78,1308.632,0.491354573,38.79735712
Zn-68,1340.14,0.084307243,5.512007522
 Na-24,1368.66,2.744602247,63.09777242
Ti-49,1381.745,12.80734564,613.0492138
Zr-92,1405.159,0.038642723,3.525143726
 V-52,1434.1,10.91706654,556.1317452
Ba-138,1435.77,0.259132428,35.58587887
Ba-138,1444.91,0.067119754,9.217354489
 K-41,1460.822,9.469942804,370.2586647
Kr-84,1463.86,9.669824925,810.311989
Zr-91,1465.7,0.078752992,7.184162981
 Pr-142,1575.6,0.329031912,46.36311348
 La-140,1596.21,4.536777237,630.1831744
 F-20,1633.53,0.053695137,1.020175379
K-41,1677.196,0.005073731,0.198374241
Hg-200,1693.296,29.06377306,5829.902238
K-41,1697.957,0.004501935,0.176018004
 Al-28,1778.92,0.862236528,23.26446817
 Mn-56,1810.72,6.52630524,358.542451
Sr-88,1836.067,1.152983573,101.0244207
Zn-68,1883.12,0.105789471,6.916515587
Ca-41,1942.67,0.827258708,33.1548745
Li-8,2032.3,0.500090403,3.471127488
Ne-21,2035.67,0.110476661,2.229385885
Zr-91,2042.2,0.031842585,2.904807956
Si-29,2092.902,0.105022825,2.94961855
Sn-116,2112.302,0.011330378,1.345029197
 Mn-56,2113.05,3.0756611,168.9708079
O-17,2184.42,0.000883895,0.014141793
 Ga-72,2201.91,0.639127449,44.56188312
H-2,2223.248,28.06555224,28.28839272
S-33,2379.661,0.522502347,16.75403775
Pb-208,2614.53,0.000143717,0.029778253
 Na-24,2754.13,1.64029453,37.70999279
Mg-25,2828.172,0.068623156,1.667885799
Al-28,3033.896,0.043251554,1.166993464
Be-10,3367.448,0.018675865,0.168310298
Ti-51,3466.6,0.003238056,0.154996003
Si-29,3538.966,0.238329725,6.693609483
C-13,3683.92,0.005488916,0.065925726
Mg-25,3916.84,0.066837767,1.624491921
Bi-210,4054.57,0.003210796,0.670993368
Ba-139,4095.84,0.054697671,7.511467054
Bi-210,4171.05,3.89E-03,0.812980788
Ne-21,4374.13,0.042778882,0.86326501
Ca-41,4418.52,0.0789809,3.165396505
B-11,4444.03,0.160287213,1.732865057
Ar-41,4745.3,0.372727075,14.88970118
Pb-208,4753.31,4.64E-05,0.009619015
Ce-141,4766.1,0.033195034,4.651155373
Si-29,4933.889,0.157937337,4.435749089
C-13,4945.301,0.008583942,0.10309915
La-140,5097.726,0.1868625,25.95622335
Ti-51,5205.8,0.002569309,0.122985128
W-187,5261.68,0.17221938,31.66081089
Yb-175,5266.3,0.297525236,51.48793217
N-15,5269.159,0.06192812,0.867408605
N-15,5297.821,0.043809327,0.6136241
W-187,5320.72,0.119603923,21.98798527
S-33,5420.574,0.341652246,10.95507926
N-15,5533.395,0.038422905,0.538178101
Pr-142,5666.17,0.090806859,12.79538107
Hf-179,5723.809,0.368146433,65.71045675
Hg-200,5967.02,9.883409476,1982.513107
Y-90,6080.171,0.264975405,23.55786359
Cl-36,6110.842,5.725987063,203.0034193
H-3,6250.243,0.015421911,0.015544361
Na-24,6395.478,0.126548642,2.909324089
Ti-49,6418.426,1.185831835,56.76221243
Ca-41,6419.59,0.127149545,5.095899456
V-52,6517.282,0.434818829,22.15032336
Se-77,6600.69,0.220397046,17.40255077
Pb-207,6737.62,0.000906778,0.187884476
Ti-49,6760.084,1.679668324,80.40068365
Li-7,6768.81,0.005879067,0.040806603
Be-10,6809.61,0.017253527,0.155491926
B-11,7006.75,0.078025121,0.843529589
Li-7,7245.91,0.008762062,0.060817472
Pb-208,7367.78,0.01589945,3.29436613
Fe-57,7631.136,0.267140724,14.91847374
Fe-57,7645.545,0.223965928,12.50737725
Al-28,7724.027,0.040995285,1.10611587
Zn-65,7863.55,0.047087522,3.078582197
Cu-64,7915.62,0.295555394,18.78136307
Cr-51,8482.8,0.062801333,3.265424404
Cr-51,8510.77,0.086102447,4.476991467
Ni-59,8533.509,0.234960091,13.7906066
Cr-54,8884.36,0.267279861,13.89751041
Ni-59,8998.414,0.441857807,25.93413703
Cr-54,9719.06,0.07475166,3.886794812
